Entry	Gene names	Organism	Gene ontology IDs
Q9YB72	soxC APE_1725	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0009055; GO:0016021; GO:0016491; GO:0022904
Q8TZK6	PF1985	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0000150; GO:0003677; GO:0006355
A2BLS0	Hbut_1088	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016021
G0EG85	Pyrfu_0462	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016779
A2BL60	Hbut_0869	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
I6TVT0	PFC_02510	Pyrococcus furiosus COM1	GO:0016021
Q9V2M4	rpoL PYRAB00510 PAB2316	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003677; GO:0003899; GO:0006351; GO:0046983
G8ZHF9	leuA-3 PAB0894	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003852; GO:0009098
Q8TYY4	MK0157	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003676; GO:0004527; GO:0031072; GO:0046872; GO:0051082
Q9Y9L6	APE_2272.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0005524; GO:0008080; GO:0016887
Q05DY7	APE_2021a	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
Q9YBN1	APE_1567.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
A2BKH4	Hbut_0628	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0001522; GO:0003723; GO:0009982
Q8TW80	MK1156	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
I6V0A3	PFC_02380	Pyrococcus furiosus COM1	GO:0016021
Q9UZ70	PAB1527	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005886; GO:0015655; GO:0016021
Q7LYW2		Thermococcus litoralis	GO:0003824
Q8U2S0	PF0761	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	
Q8TYB4	MK0388	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
I6UQK0	PFC_06275	Pyrococcus furiosus COM1	GO:0005886; GO:0006810; GO:0016021
G0EFQ8	Pyrfu_0357	Pyrolobus fumarii (strain DSM 11204 / 1A)	
A2BMW0	sat Hbut_1499	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0000103; GO:0004781; GO:0005524; GO:0070814
Q8TYJ3	MK0304	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q8TZC8	ibpA MK0002	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q8U400	cobS PF0299	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0005886; GO:0008818; GO:0009236; GO:0016021; GO:0051073
I6V1L0	proC PFC_10030	Pyrococcus furiosus COM1	GO:0004735; GO:0005737; GO:0055129
Q8TY53	MK0453	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0008168
G0EC86	dys Pyrfu_1599	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0008612; GO:0034038
Q9YD06	APE_1106.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
P42180	lrpA PF1601	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0003700; GO:0005622; GO:0006351; GO:0043565
I6U5X2	PFC_01505	Pyrococcus furiosus COM1	GO:0003824; GO:0005975; GO:0043169
Q9YDD5	cmk APE_0978.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0004127; GO:0005524; GO:0005737
Q8TV49	srp19 MK1551	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0006614; GO:0008312; GO:0048500
I6UPH5	PFC_03785	Pyrococcus furiosus COM1	
Q9V2P9	PAB2334	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005886; GO:0006810; GO:0016021
Q8TXT0	MK0580	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q9V1D1	PAB0335	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003951; GO:0006741
I6TVW6	PFC_02725	Pyrococcus furiosus COM1	GO:0004616; GO:0051287
A2BL78	dnaG Hbut_0890	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0000178; GO:0003896; GO:0008143; GO:0046872; GO:1990077
Q9Y9K5	APE_2283.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
A2BJH2	pyrD Hbut_0261	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0004152; GO:0005737; GO:0006207; GO:0044205
G0EHA5	Pyrfu_1471	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003824; GO:0008152
Q9Y9P8	APE_2240	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0016787
I6UZQ2	PFC_01150	Pyrococcus furiosus COM1	
G0EHG9	Pyrfu_0675	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0008168
Q9YBA8	APE_1689	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
Q9V0H0	PAB0553	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016021
Q8U4K2	kptA PF0083	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0006388; GO:0016773
G0ED61	leuC Pyrfu_1886	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003861; GO:0009098; GO:0046872; GO:0051539
Q8TYA9	comE MK0393	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003824; GO:0030976
Q9V0W7	PAB0458	Pyrococcus abyssi (strain GE5 / Orsay)	
I6U9N1	PFC_09645	Pyrococcus furiosus COM1	GO:0008152; GO:0016787
G0EG86	Pyrfu_0463	Pyrolobus fumarii (strain DSM 11204 / 1A)	
G0EFR9	ahcY Pyrfu_0368	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0004013; GO:0005737; GO:0006730; GO:0019510; GO:0051287
Q9UYD8	PAB1037	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0006541; GO:0016740
G8ZG23	PAB2232	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005524; GO:0008643; GO:0016887
Q9V1J1	PYRAB04360 PAB0286	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0004410; GO:0019878
Q9V258	PAB2207	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0006813; GO:0008324
G0EHF8	Pyrfu_0664	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003677; GO:0006281; GO:0008270; GO:0016853
A2BM85	Hbut_1264	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q9V164	PAB0387	Pyrococcus abyssi (strain GE5 / Orsay)	
G8ZJ31	PAB1981.1n	Pyrococcus abyssi (strain GE5 / Orsay)	
Q9V0L9	PAB3187	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003677
I6UP80	PFC_03190	Pyrococcus furiosus COM1	GO:0005524; GO:0016887
Q9UXW0	PAB1196	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005524; GO:0015833; GO:0016887
Q8TWU3	isf MK0938	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016491
G0ECR7	Pyrfu_1783	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003723; GO:0004523
Q9V021	PAB0655	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016021
Q9UYM0	PAB1386	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005524; GO:0006810
G0EH68	Pyrfu_1434	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0005524; GO:0016887
Q8TX15	argJ MK0865	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0004042; GO:0004358; GO:0005737; GO:0006526
Q8TWJ3	MK1041	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0009058; GO:0016021
Q8U0S0	PF1514	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0016021
D7D880	Shell_0866	Staphylothermus hellenicus (strain DSM 12710 / JCM 10830 / BK20S6-10-b1 / P8)	GO:0016021
I6U6U2	PFC_03615	Pyrococcus furiosus COM1	GO:0016021
A2BM04	Hbut_1181	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q8TVB2	pyrB MK1480	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0004070; GO:0006207; GO:0006520; GO:0016597; GO:0044205
Q8TYY1	MK0160	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q9UZ01	PAB0897	Pyrococcus abyssi (strain GE5 / Orsay)	
Q8TUW1	cpsB_2 MK1642	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016853
P58861	pyrE PF1034	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0004588; GO:0044205
A2BJ80	Hbut_0169	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0047631
Q8U1D7	PF1272	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0003824; GO:0005975
I6V2L2	PFC_07160	Pyrococcus furiosus COM1	
Q8TVZ7	MK1241	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q9UYH3	PAB1013	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0004674; GO:0005524
Q8TVZ9	MK1239	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q9YFC7	APE_0314.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0004177
I6TWW4	PFC_04735	Pyrococcus furiosus COM1	GO:0008299; GO:0016740
Q9UZ32	PAB1503	Pyrococcus abyssi (strain GE5 / Orsay)	
Q8TXX0	MK0539	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q8TWM0	ntpK MK1013	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0015078; GO:0015991; GO:0016021; GO:0033179
G0EHH9	Pyrfu_0685	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0005524; GO:0016887
Q8TVB6	rpl13 MK1476	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003735; GO:0006412; GO:0015934
G0EE40	Pyrfu_0084	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q9YEY2	creN7 APE_0450a APES019	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0003690; GO:0005737
A2BK83	rpoN Hbut_0534	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0003677; GO:0003899; GO:0006351; GO:0008270
A2BLX0	taw3 Hbut_1144	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0008175; GO:0031591
A2BJ25	pyrE Hbut_0111	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0004588; GO:0044205
I6U5B5	PFC_00280	Pyrococcus furiosus COM1	
I6UXH9	taw2 PFC_01620	Pyrococcus furiosus COM1	GO:0005737; GO:0006400; GO:0102522
G0EFP1	Pyrfu_0340	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q9UY44	PAB1091	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016491
I6TZ41	PFC_09305	Pyrococcus furiosus COM1	GO:0005524; GO:0016887
G8ZHF3	ilvB PAB0888	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0000287; GO:0003984; GO:0009097; GO:0009099; GO:0030976; GO:0050660
G0EDZ4	Pyrfu_0038	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0008137; GO:0046872; GO:0048038; GO:0051539
Q9UY18	PAB1108	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003677; GO:0006950
A2BIU9	Hbut_0027	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
G0EDP2	Pyrfu_0007	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0008270
G0EF26	rpl13 Pyrfu_1055	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003735; GO:0006412; GO:0015934
I6TVE4	PFC_01615	Pyrococcus furiosus COM1	GO:0046872
Q8TZA3	MK0032	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0008270
A2BLE8	top6A Hbut_0961	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0000737; GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0006265; GO:0046872
I6US72	PFC_09740	Pyrococcus furiosus COM1	GO:0047553
Q8TVR5	MK1323	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016787
I6V0Y5	PFC_03695	Pyrococcus furiosus COM1	GO:0016021
Q9UZC2	PAB1564	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016021
Q9YDF9	APE_0954	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
Q9YEV8	APE_0473.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0003677
Q8U3S7	rpl31e PF0378	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0003735; GO:0005840; GO:0006412
G0EC49	Pyrfu_1562	Pyrolobus fumarii (strain DSM 11204 / 1A)	
G0EGQ3	cobS Pyrfu_1343	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0005886; GO:0008818; GO:0009236; GO:0016021; GO:0051073
G0EDC0	rpl40e Pyrfu_0736	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003735; GO:0005840; GO:0006412
I6TZP4	PFC_10525	Pyrococcus furiosus COM1	GO:0004512; GO:0006021; GO:0008654
Q9V099	rub rd PYRAB08920 PAB7224	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005506; GO:0009055; GO:0055114
A2BKW3	Hbut_0771	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0005623; GO:0045454
I6UZX9	PFC_06595	Pyrococcus furiosus COM1	GO:0003824
Q9V0D7	PAB0571	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005524
Q8TYN0	MK0266	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0008901; GO:0016151
A2BIY9	Hbut_0073	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0003700
I6V2F9	PFC_06860	Pyrococcus furiosus COM1	
Q9V127	PAB1954	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005524
A2BMX7	Hbut_1516	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
G0EEW4	Pyrfu_0206	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0005525
I6UWZ9	PFC_00395	Pyrococcus furiosus COM1	GO:0015299; GO:0016021
Q9UZQ2	PAB1642	Pyrococcus abyssi (strain GE5 / Orsay)	
A2BMX6	Hbut_1515	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0005623; GO:0009055; GO:0016021; GO:0020037; GO:0045454
P96801	hdrA2 hdrA_2 MK0265	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0015948; GO:0046872; GO:0051539; GO:0051912
I6UX47	PFC_00760	Pyrococcus furiosus COM1	
Q9UXU1	PAB1179	Pyrococcus abyssi (strain GE5 / Orsay)	
Q9YBR1	tpiA APE_1538.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0004807; GO:0005737; GO:0006094; GO:0006096; GO:0006098
Q8TUU3	rpl21e MK1660	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003735; GO:0005840; GO:0006412
A0A0V8RVP8	CF15_05045	Pyrodictium occultum	GO:0008168
A2BMV3	Hbut_1492	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016021
G8ZIN1	PAB1403	Pyrococcus abyssi (strain GE5 / Orsay)	
P81414	PF0020	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0016787
Q9YCX2	lysC APE_1140.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0004072; GO:0009088; GO:0009089; GO:0016597
Q8TVJ9	MK1390	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0009294
Q8TY62	MK0443	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0043565
G0EHB0	Pyrfu_1476	Pyrolobus fumarii (strain DSM 11204 / 1A)	
Q9V1B0	PAB0351	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005887; GO:0042626; GO:0043190
A2BLY9	Hbut_1165	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
G0EEI9	Pyrfu_0158	Pyrolobus fumarii (strain DSM 11204 / 1A)	
G0EGZ0	Pyrfu_0570	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021; GO:0016311; GO:0050380
Q8TZ39	MK0100	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q8TUT8	rpiA MK1665	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0004751; GO:0009052
G0EGP0	Pyrfu_0543	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0005524; GO:0016887
Q9YAX2	albA2 APE_1823	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0003677; GO:0003723; GO:0005694; GO:0005737
A2BKE3	Hbut_0595	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0005524; GO:0006260
G0EGV9	Pyrfu_1399	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021
A2BMU0	Hbut_1477	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0003824
A2BMH2	Hbut_1356	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q9UY05	PAB1230	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016874; GO:0048037
A2BJL6	argG Hbut_0305	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0004055; GO:0005524; GO:0005737; GO:0006526
Q8TXF1	cdhE MK0723	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0005506; GO:0008168; GO:0046356; GO:0051539
I6TZF5	PFC_10025	Pyrococcus furiosus COM1	GO:0032040
A2BJA7	Hbut_0196	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q8TWZ0	MK0891	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0016021
A2BK68	Hbut_0517	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0010181; GO:0016491
G0EEP9	Pyrfu_1003	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0046914
G0ECT3	Pyrfu_1799	Pyrolobus fumarii (strain DSM 11204 / 1A)	
G0EG97	Pyrfu_1263	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021
G0EF60	dphB Pyrfu_1089	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0004164; GO:0017183
G0EDR5	Pyrfu_0815	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016765
Q8J2W6	PAB1407	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016021
Q8TYS1	rpl37e MK0221	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:0046872
G0EH86	tbp Pyrfu_1452	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003677; GO:0003700; GO:0006352
A2BMS4	Hbut_1461	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0051536
A2BL12	Hbut_0820	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0004061; GO:0019441
Q9V1H8	aroD PYRAB04490 PAB0299	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003855; GO:0009073; GO:0009423
A2BIV8	Hbut_0041	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0008168
Q9YDC5	ribC APE_0988	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0004746; GO:0009231; GO:0009349
G0EGA2	Pyrfu_1268	Pyrolobus fumarii (strain DSM 11204 / 1A)	
G0EF62	Pyrfu_1091	Pyrolobus fumarii (strain DSM 11204 / 1A)	
I6UZ50	PFC_05090	Pyrococcus furiosus COM1	
Q8TYG8	MK0331	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
A2BKV2	Hbut_0759	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q9YG05	APE_0096.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
Q9V111	nusA PAB0426	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003746; GO:0005737; GO:0006353; GO:0006355
G0EFD2	Pyrfu_0303	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003676; GO:0005524; GO:0016818
Q8U088	trpC PF1711	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0000162; GO:0004425
G0ECY5	Pyrfu_1852	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0009063
G0ECG3	rpl19e Pyrfu_1677	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003735; GO:0005840; GO:0006412; GO:0070180
G0EE20	Pyrfu_0064	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0016021
Q05E00	APE_1586a	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0016627
Q8TYT5	engB MK0207	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0005525; GO:0007049; GO:0046872; GO:0051301
A2BLK8	Hbut_1025	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
G8ZK39	PAB1243	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003677; GO:0003700; GO:0006351
A2BL75	pheS Hbut_0887	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0006432
A2BJR5	Hbut_0354	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
G0EFX1	Pyrfu_1210	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0005524
Q9UZ35	pyrF PYRAB13190 PAB1505	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0004590; GO:0006207; GO:0044205
Q9V257	PAB0149	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0016021
U3TG16	ACAM_1469	Aeropyrum camini SY1 = JCM 12091	
A2BLR9	uppS Hbut_1087	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0000287; GO:0004659
G0EGT0	Pyrfu_1370	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0006527; GO:0006596; GO:0008792
G0EDE9	Pyrfu_0765	Pyrolobus fumarii (strain DSM 11204 / 1A)	
I6U575	PFC_00030	Pyrococcus furiosus COM1	GO:0016021
Q9UZS3	PAB0714	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0003677; GO:0003700; GO:0046914; GO:0046983
Q9YG40	APE_0061.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	GO:0005886
A2BL90	Hbut_0902	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	GO:0016021
Q8TX57	MK0819	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
A2BJU1	Hbut_0382	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q9YEE8	APE_0628.1	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)	
Q8TUU7	MK1656	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q9V1I2	tkt1 PAB0295	Pyrococcus abyssi (strain GE5 / Orsay)	
G0EGJ9	Pyrfu_0502	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003700; GO:0005622
I6UQI2	PFC_06150	Pyrococcus furiosus COM1	
Q8TVP4	MK1344	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
Q9V2S1	secE PYRAB00040 PAB3002	Pyrococcus abyssi (strain GE5 / Orsay)	GO:0005622; GO:0005886; GO:0006605; GO:0015450; GO:0016021
Q8TXL7	MK0645	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
A2BMS0	Hbut_1457	Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5)	
Q8TUS8	MK1675	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	
G0EH31	Pyrfu_0612	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0003677
G0EGC2	Pyrfu_1288	Pyrolobus fumarii (strain DSM 11204 / 1A)	GO:0004514; GO:0009435
P83194	pgiA PF0196	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0004347; GO:0005506; GO:0005737; GO:0006094; GO:0006096
Q8TYW8	hisF MK0173	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0000105; GO:0000107; GO:0005737; GO:0016829
Q8TV53	hypA hybF MK1547	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	GO:0006464; GO:0016151
E7FHY4	PF0073	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	GO:0004553; GO:0005975
