Entry	Gene names	Organism	Gene ontology IDs
Q4J6M8	Saci_2267	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0004792
W0DF67	fmt THERU_03475	Thermocrinis ruber	GO:0004479
M1IX75	SacRon12I_04115	Sulfolobus acidocaldarius Ron12/I	GO:0004674; GO:0005524
W0DB44	THERU_02430	Thermocrinis ruber	GO:0004042
Q4R1J9		Thermotoga maritima	GO:0046373; GO:0046556
D2C4W9	Tnap_1706	Thermotoga naphthophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10)	
Q4J825	Saci_1750	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	
M1IVF4	SacN8_06645	Sulfolobus acidocaldarius N8	GO:0004421; GO:0008299
F2KN23	Arcve_1293	Archaeoglobus veneficus (strain DSM 11195 / SNP6)	
O28613	AF_1660	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0016021
W0DE60	THERU_08295	Thermocrinis ruber	
O30256	AF_2415	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003824; GO:0008152
Q9WZY8	TM_0886	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0008658; GO:0008955; GO:0016787
Q58641	MJ1244	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
W0DG04	ileS THERU_02975	Thermocrinis ruber	GO:0000049; GO:0002161; GO:0004822; GO:0005524; GO:0005737; GO:0006428; GO:0008270
O70089	rpsL1 aq_1834; rpsL2 aq_735	Aquifex aeolicus (strain VF5)	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0015935; GO:0019843
O30144	wtpC modC AF_0092	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005524; GO:0005886; GO:0015412
W0DBR7	THERU_02115	Thermocrinis ruber	GO:0016021
Q9X117	TM_1291	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
M1J076	SacRon12I_02275	Sulfolobus acidocaldarius Ron12/I	
W0DCS1	THERU_04805	Thermocrinis ruber	GO:0009058; GO:0016742
A0A1M6RDF2	SAMN05444391_0603	Thermocrinis minervae	GO:0003723; GO:0006396; GO:0016779
A0A075W9R5	AFULGI_00002840	Archaeoglobus fulgidus DSM 8774	GO:0005524; GO:0016887
O66481	dmsB2 aq_067	Aquifex aeolicus (strain VF5)	
A0A1M6TEX9	hemL SAMN05444391_1429	Thermocrinis minervae	GO:0005737; GO:0006782; GO:0008483; GO:0030170; GO:0042286
Q4J924	cdvB Saci_1373	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0005737; GO:0007034; GO:0007049; GO:0009295; GO:0051301
W0DHI2	THERU_07195	Thermocrinis ruber	GO:0008152; GO:0016757
Q4J8L8	atpB Saci_1549	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0005524; GO:0006754; GO:0015992
Q57694	MJ0243	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005524; GO:0006412; GO:0006450; GO:0016874
W0DCU1	THERU_04915	Thermocrinis ruber	
A0A101DZF7	XD40_2149 XD48_1888	Archaeoglobus fulgidus	GO:0016783
A0A1M6QDW7	SAMN05444391_0197	Thermocrinis minervae	GO:0009055; GO:0010181
O66908	arsA1 aq_682	Aquifex aeolicus (strain VF5)	GO:0005524; GO:0015446; GO:0046685
G4FFC1	pgi Tmari_1392	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004347; GO:0005737; GO:0006094; GO:0006096
M1IT97	SacN8_09550	Sulfolobus acidocaldarius N8	GO:0000287; GO:0003824; GO:0030976
E3GXA9	Mfer_0138	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0008152; GO:0016597
W0DDY4	THERU_04455	Thermocrinis ruber	GO:0003676; GO:0005524
Q57712	MJ0264	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0046872; GO:0051539; GO:0055114
A0A0U2X258	ATY89_07295 ATZ20_10315	Sulfolobus acidocaldarius	
W0DCJ4	THERU_06020	Thermocrinis ruber	GO:0005975; GO:0006098; GO:0017057
Q9X021	TM_0919	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
Q9WZH7	TM_0718	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0004871; GO:0005829; GO:0006935
M1JEM0	SacRon12I_09265	Sulfolobus acidocaldarius Ron12/I	
G4FEL8	Tmari_1136	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0008152; GO:0008959
Q4JB69	cedA Saci_0568	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0005886; GO:0006810; GO:0016021
W0DAZ0	lipA THERU_00675	Thermocrinis ruber	GO:0005737; GO:0009249; GO:0016992; GO:0046872; GO:0051539
O28211	AF_2068	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003677
Q58947	MJ1552	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
A0A0U2WXB5	ATY89_09295 ATZ20_00705	Sulfolobus acidocaldarius	GO:0008152; GO:0016853
O66552	rsmE aq_165	Aquifex aeolicus (strain VF5)	GO:0005737; GO:0070042; GO:0070475
W0DDZ2	tmk THERU_00950	Thermocrinis ruber	GO:0004798; GO:0005524; GO:0006233; GO:0006235
G4FFX6	Tmari_1596	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0016021
W0DC24	THERU_04820	Thermocrinis ruber	GO:0016021
O66889	aq_651	Aquifex aeolicus (strain VF5)	GO:0000049; GO:0002949; GO:0003725; GO:0005737; GO:0006450; GO:0016779
O30200	AF_0035	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0004476; GO:0005975; GO:0008270
O28877	AF_1394	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
A0A1M6TME6	SAMN05444391_1525	Thermocrinis minervae	GO:0010181; GO:0016491; GO:0016831
M1IYP9	SacRon12I_00590	Sulfolobus acidocaldarius Ron12/I	GO:0016021
W0DFR7	THERU_02435	Thermocrinis ruber	GO:0003677; GO:0003887; GO:0006261; GO:0008408
Q57674	MJ0221	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005524; GO:0005886; GO:0008289; GO:0015991; GO:0016021; GO:0033179; GO:0046961
A0A1M6SHJ9	gmhA SAMN05444391_1033	Thermocrinis minervae	GO:0005737; GO:0005975; GO:0008270; GO:0008968; GO:0097367; GO:2001061
D2C3K0	Tnap_1219	Thermotoga naphthophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10)	
A5IN96	Tpet_1664	Thermotoga petrophila (strain RKU-1 / ATCC BAA-488 / DSM 13995)	GO:0004751; GO:0005975; GO:0006098
A0A075WJW3	AFULGI_00011000	Archaeoglobus fulgidus DSM 8774	GO:0005524; GO:0016887
A0A075WGM9	AFULGI_00014870	Archaeoglobus fulgidus DSM 8774	GO:0051912
Q9X116	TM_1290	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
O67236	purF aq_1175	Aquifex aeolicus (strain VF5)	GO:0000287; GO:0004044; GO:0006189; GO:0006541; GO:0009113; GO:0009116; GO:0051539
A0A1M6TB83	proS SAMN05444391_1383	Thermocrinis minervae	GO:0002161; GO:0004827; GO:0005524; GO:0005737; GO:0006433
A0A075WJB3	AFULGI_00026240	Archaeoglobus fulgidus DSM 8774	GO:0003723; GO:0006355; GO:0008168
Q59051	MJ1657	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0008233
M1IVM6	SacN8_06305	Sulfolobus acidocaldarius N8	
Q59031	MJ1637	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	
E3GY12	psmB Mfer_0392	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0004298; GO:0005737; GO:0010498; GO:0019774
W0DHL9	THERU_06525	Thermocrinis ruber	GO:0016625
M1IUT9	SacN8_05620	Sulfolobus acidocaldarius N8	GO:0016829
E3GY07	Mfer_0387	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0000287; GO:0030976; GO:0050545
M1IG80	SacRon12I_10920	Sulfolobus acidocaldarius Ron12/I	GO:0004474; GO:0006097
A0A1M6S7T5	SAMN05444391_0916	Thermocrinis minervae	
A0A1M6SU18	SAMN05444391_1165	Thermocrinis minervae	
W0DDP9	mnmE trmE THERU_00380	Thermocrinis ruber	GO:0003924; GO:0005525; GO:0005737; GO:0006400; GO:0046872
Q9X1W9	TM_1634	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0016021
O67662	aq_1793	Aquifex aeolicus (strain VF5)	GO:0005886; GO:0016021
E3GW64	Mfer_1034	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016151; GO:0050454; GO:0050660; GO:0051536
Q4JC33	Saci_0227	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0008886
O67083	hemH aq_948	Aquifex aeolicus (strain VF5)	GO:0004325; GO:0005737; GO:0006783; GO:0046872
O28710	AF_1562	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005886; GO:0016021
Q55338	pyrB Saci_1596	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0004070; GO:0006207; GO:0006520; GO:0016597; GO:0044205
M1IT69	SacN8_02250	Sulfolobus acidocaldarius N8	GO:0006474; GO:0008080
E3GX42	atpB Mfer_1251	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005524; GO:0033178; GO:0042777; GO:0046933
Q4J9R1	glpK1 Saci_1117	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0004370; GO:0005524; GO:0006071; GO:0006072; GO:0019563
M1ISR0	SacN8_01425	Sulfolobus acidocaldarius N8	GO:0009055; GO:0050660
A0A0U3H512	ATY89_08680 ATZ20_00090	Sulfolobus acidocaldarius	
Q4J7Q7	Saci_1869	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0004672; GO:0005524; GO:0016021
M1I5G5	SacN8_06895	Sulfolobus acidocaldarius N8	
A0A1D2WD63	cbiM A9507_04530	Methanobacterium sp. A39	GO:0009236; GO:0015087; GO:0043190
Q59049	hpt MJ1655	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0052657
O28009	AF_2275	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003995; GO:0050660
Q9WZH2	TM_0713	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0008152
W0DHC4	THERU_06840	Thermocrinis ruber	GO:0000270; GO:0008933; GO:0016020
O28218	cofC AF_2061	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0005525; GO:0016779
O67626	aq_1740	Aquifex aeolicus (strain VF5)	
W0DHE7	THERU_06000	Thermocrinis ruber	GO:0016021
E3GX94	Mfer_0123	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016836
O67494	aroA aq_1536	Aquifex aeolicus (strain VF5)	GO:0003866; GO:0005737; GO:0009073; GO:0009423
M1J415	SacRon12I_08800	Sulfolobus acidocaldarius Ron12/I	
E3GZA1	Mfer_0835	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0009236; GO:0046026
M1IV76	SacN8_05605	Sulfolobus acidocaldarius N8	
E3GZF8	eno Mfer_0892	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0006096; GO:0009986
O28002	rpoD AF_2282	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003677; GO:0003899; GO:0006351; GO:0046872; GO:0046983; GO:0051539
A0A1M6QH69	efp SAMN05444391_0240	Thermocrinis minervae	GO:0003746; GO:0005737
Q58578	MJ1177	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005886; GO:0016021
A5ILH4	Tpet_1029	Thermotoga petrophila (strain RKU-1 / ATCC BAA-488 / DSM 13995)	GO:0005737; GO:0006817; GO:0030643; GO:0045936
E3GZD0	rpl24 Mfer_0864	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003735; GO:0006412; GO:0015934; GO:0019843
O29314	AF_0948	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0016779
O67078	leuC aq_940	Aquifex aeolicus (strain VF5)	GO:0003861; GO:0009098; GO:0046872; GO:0051539
Q57883	MJ0441	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005886; GO:0006810; GO:0016021
O28020	AF_2264	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0016790
Q57997	MJ0577	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005524; GO:0005737; GO:0006950
E3GW24	Mfer_0993	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0046914
W0DFM7	THERU_04595	Thermocrinis ruber	
O28184	radB AF_2096	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003684; GO:0005524; GO:0006281; GO:0006310; GO:0008094
O67703	ilvH aq_1851	Aquifex aeolicus (strain VF5)	GO:0003984; GO:0005829; GO:0005948; GO:0009097; GO:0009099; GO:0016597
P39466	rpoE Saci_0834	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	GO:0003677; GO:0003899; GO:0006351
A0A124F7U2	XD40_2206	Archaeoglobus fulgidus	GO:0008987; GO:0009435; GO:0051539
P81324	MJ0835.2	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0004190; GO:0005886; GO:0016021
Q9X0J1	TM_1107	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0016021
O67175	rfbD gmd aq_1082	Aquifex aeolicus (strain VF5)	GO:0008446; GO:0019673; GO:0070401
E3GX97	rpl10e Mfer_0126	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003735; GO:0005840; GO:0006412
W0DHA7	THERU_05720	Thermocrinis ruber	GO:0005524; GO:0016887
O29342	aspS AF_0920	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003676; GO:0004815; GO:0005524; GO:0005737; GO:0006422; GO:0046872; GO:0050560
W0DCW9	thiC THERU_05095	Thermocrinis ruber	GO:0008270; GO:0009228; GO:0009229; GO:0016829; GO:0051539
G4FH83	rex Tmari_0167	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003677; GO:0003700; GO:0005737; GO:0006351; GO:0045892; GO:0050662; GO:0051775
M1J400	SacRon12I_08725	Sulfolobus acidocaldarius Ron12/I	GO:0006355
Q58439	corA MJ1033	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005886; GO:0015087; GO:0015095; GO:0016021
G4FCZ1	gyrB Tmari_0835	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0005737; GO:0006261; GO:0006265; GO:0046872
O66905	plsY aq_676	Aquifex aeolicus (strain VF5)	GO:0005886; GO:0008654; GO:0016021; GO:0043772
Q9X1N9	TM_1553	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0016021; GO:0016740; GO:0017013; GO:0046872
W0DCJ2	THERU_04240	Thermocrinis ruber	GO:0009279; GO:0016021
W0DHR7	THERU_06850	Thermocrinis ruber	GO:0009425; GO:0071973
M1IYA1	SacN8_11250	Sulfolobus acidocaldarius N8	GO:0005524; GO:0016887
M1I4J9	SacN8_05530	Sulfolobus acidocaldarius N8	GO:0000287; GO:0003824; GO:0016021; GO:0030976
W0DHT4	THERU_07750	Thermocrinis ruber	GO:0008483; GO:0009058; GO:0030170
Q9X1S9	TM_1593	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005524; GO:0016887; GO:0046872; GO:0051536
M1IFS9	SacRon12I_10200	Sulfolobus acidocaldarius Ron12/I	
A0A1M6SAM2	SAMN05444391_0952	Thermocrinis minervae	GO:0006099; GO:0009055; GO:0016491; GO:0051537
M1ISV5	SacN8_08835	Sulfolobus acidocaldarius N8	
A0A1M6SRC5	argS SAMN05444391_1136	Thermocrinis minervae	GO:0004814; GO:0005524; GO:0005737; GO:0006420
E3GYB3	Mfer_0495	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0016310; GO:0016772; GO:0016829
O29844	AF_0403	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0002094; GO:0005737; GO:0046474; GO:0046872; GO:0047294
Q58620	MJ1223	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005886; GO:0016021
G4FHN8	Tmari_0323	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003858
Q4JBT1	Saci_0332	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	
M1J5V1	trm1 SacN8_06550	Sulfolobus acidocaldarius N8	GO:0000049; GO:0004809
A0A1M6RWQ1	murE SAMN05444391_0795	Thermocrinis minervae	GO:0000287; GO:0004326; GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008765; GO:0009252; GO:0051301; GO:0071555
A0A075W9Q3	AFULGI_00002740	Archaeoglobus fulgidus DSM 8774	
A0A1M6PYT8	glmU SAMN05444391_0007	Thermocrinis minervae	GO:0000287; GO:0000902; GO:0003977; GO:0005737; GO:0006048; GO:0008360; GO:0009103; GO:0009245; GO:0009252; GO:0019134; GO:0071555
A0A1M6S2J4	SAMN05444391_0857	Thermocrinis minervae	GO:0006464; GO:0016874
A0A1M6RVW6	SAMN05444391_0780	Thermocrinis minervae	GO:0006221; GO:0016491; GO:0050660; GO:0051537
A0A1M6SNJ4	alaS SAMN05444391_1097	Thermocrinis minervae	GO:0000049; GO:0004813; GO:0005524; GO:0005737; GO:0006419; GO:0008270
M1IZK2	SacRon12I_01125	Sulfolobus acidocaldarius Ron12/I	GO:0008233; GO:0042742
O30313	AF_2357	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0016021
M1IDT2	SacRon12I_07560	Sulfolobus acidocaldarius Ron12/I	GO:0005524; GO:0006810
Q58483	MJ1083	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0016491; GO:0046872; GO:0051539
G4FDK8	Tmari_0613	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
Q4JBZ7	Saci_0266	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	
Q4J999	Saci_1289	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	
A0A1M6T2N4	SAMN05444391_1276	Thermocrinis minervae	GO:0016021
M1J409	SacRon12I_08775	Sulfolobus acidocaldarius Ron12/I	GO:0005524; GO:0016887
A0A1M6QUS7	SAMN05444391_0398	Thermocrinis minervae	GO:0004070; GO:0006207; GO:0006520; GO:0016597
E3GWJ7	Mfer_0006	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	
O29538	AF_0720	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
W0DD84	THERU_05880	Thermocrinis ruber	GO:0004088; GO:0005524; GO:0006526; GO:0044205; GO:0046872
A0A1M6SMG3	queC SAMN05444391_1086	Thermocrinis minervae	GO:0005524; GO:0008270; GO:0008616; GO:0016879
O28084	leuC2 AF_2199	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003861; GO:0009098; GO:0046872; GO:0051539
Q9WYB4	TM_0278	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005886; GO:0006810; GO:0016021
Q58615	MJ1218	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0003677; GO:0006304
M1IVE6	SacRon12I_01405	Sulfolobus acidocaldarius Ron12/I	
O67649	aq_1773	Aquifex aeolicus (strain VF5)	
O67570	rplN aq_1654	Aquifex aeolicus (strain VF5)	GO:0003735; GO:0006412; GO:0022625; GO:0070180
A0A1M6RB52	SAMN05444391_0577	Thermocrinis minervae	GO:0016021
C3NLR1	YN1551_0510	Sulfolobus islandicus (strain Y.N.15.51 / Yellowstone #2)	GO:0016021
O66956	aq_754	Aquifex aeolicus (strain VF5)	
E3GWF0	Mfer_1123	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0015078; GO:0015986; GO:0015991; GO:0016021; GO:0045263
Q58956	MJ1561	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005886; GO:0016021
A0A1M6QQR7	SAMN05444391_0350	Thermocrinis minervae	GO:0005506; GO:0009055; GO:0020037; GO:0022900
G4FGK7	guaA Tmari_1830	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0003922; GO:0004810; GO:0005524; GO:0006177; GO:0006541; GO:0016462
W0DD83	rtcB THERU_07650	Thermocrinis ruber	GO:0006396; GO:0008452; GO:0046872
O67885	abcT11 aq_2122	Aquifex aeolicus (strain VF5)	GO:0005524; GO:0015833; GO:0016887
A0A076LGZ1	JH146_1295	Methanocaldococcus bathoardescens	GO:0006352; GO:0046982
W0DGH8	murI THERU_06405	Thermocrinis ruber	GO:0008360; GO:0008881; GO:0009252; GO:0071555
M1JCT6	SacRon12I_06445	Sulfolobus acidocaldarius Ron12/I	
O66697	aq_374	Aquifex aeolicus (strain VF5)	
E3GZD2	rpl5 Mfer_0866	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843
M1I8I9	SacN8_11245	Sulfolobus acidocaldarius N8	GO:0006810; GO:0016021
O66947	nifS2 aq_739	Aquifex aeolicus (strain VF5)	GO:0003824
W0DHX4	THERU_07905	Thermocrinis ruber	GO:0016301
O28592	AF_1681	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	
W0DGZ1	rpmC THERU_07375	Thermocrinis ruber	GO:0003735; GO:0005840; GO:0006412
E3GW91	Mfer_1061	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0005975; GO:0016787
Q58489	MJ1089	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0005887; GO:0006824; GO:0043190
O29090	AF_1177	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0003857; GO:0006631; GO:0016021; GO:0070403
W0DH63	THERU_06480	Thermocrinis ruber	GO:0016021
Q9X0R2	TM_1180	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
Q9WZT3	TM_0826	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	
Q58612	MJ1215	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	GO:0016779
O29235	AF_1027	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0016627
O29542	AF_0716	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	GO:0006813; GO:0008324
A0A075WHT5	AFULGI_00020040	Archaeoglobus fulgidus DSM 8774	
A0A1M6SMW0	tatA SAMN05444391_1088	Thermocrinis minervae	GO:0005887; GO:0008320; GO:0009306; GO:0033281; GO:0043953
Q9WY46	TM_0203	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	GO:0005215; GO:0005886; GO:0016021
E3GXI4	Mfer_0213	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0003676
E3GY36	Mfer_0416	Methanothermus fervidus (strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	GO:0043807
